price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,zipcode
333500.0,3,1.75,1220,9732,1.0,3,1220,0,98011
691100.0,3,2.75,2360,16117,1.0,4,1710,650,98006
811000.0,3,1.75,1870,9897,1.0,4,1870,0,98040
496500.0,3,2.5,2260,3640,2.0,3,2260,0,98072
348000.0,3,2.25,2570,8491,2.0,4,2570,0,98042
230000.0,3,2.0,1510,3413,2.0,3,1510,0,98031
359500.0,4,2.25,2390,11250,2.0,3,2390,0,98023
465000.0,3,1.75,1480,6360,1.0,3,1480,0,98133
325000.0,4,2.5,1850,7324,2.0,3,1850,0,98042
340500.0,3,2.0,2270,28025,1.0,4,1920,350,98168
342500.0,3,2.5,1810,5192,2.0,3,1810,0,98038
520000.0,4,2.25,1890,3006,2.0,3,1890,0,98029
460000.0,3,2.5,1610,2527,2.0,3,1080,530,98118
328500.0,3,2.5,1950,8130,2.0,4,1950,0,98042
295000.0,4,2.5,2160,7725,1.0,4,1460,700,98023
370000.0,3,2.0,1680,5036,1.0,4,1680,0,98055
397500.0,3,2.0,1510,6710,1.0,3,1070,440,98034
725000.0,4,2.0,2110,4140,2.0,3,1710,400,98116
437500.0,3,2.5,2120,4500,2.0,3,2120,0,98065
342000.0,3,2.0,1930,11947,1.0,4,1930,0,98042
280000.0,3,1.5,1670,11610,1.0,4,1670,0,98055
480000.0,4,2.5,2600,7787,2.0,3,2600,0,98059
750000.0,3,2.5,2400,7745,2.0,3,2400,0,98033
235000.0,4,1.5,1690,11054,1.0,4,1690,0,98055
662000.0,3,1.75,2500,36947,1.0,3,2500,0,98052
270500.0,3,2.5,1780,7848,1.0,3,1320,460,98038
358000.0,3,2.25,1610,6655,2.0,4,1610,0,98058
452000.0,4,1.75,1570,8268,1.0,3,1570,0,98011
249000.0,3,2.0,1360,6082,1.0,3,1360,0,98042
346900.0,4,2.5,1970,5106,2.0,3,1970,0,98055
280000.0,4,2.5,1560,4350,2.0,3,1560,0,98056
318888.0,4,1.75,2320,12000,1.0,4,2270,50,98032
530000.0,3,2.25,2120,40518,1.0,3,2120,0,98075
375000.0,3,2.25,2120,18500,2.0,4,2120,0,98031
782000.0,4,2.5,2380,9614,2.0,4,2380,0,98006
451000.0,3,1.75,1790,9813,2.0,3,1790,0,98155
331500.0,4,2.5,2050,10271,2.0,3,2050,0,98042
638700.0,3,1.75,2080,9162,1.0,3,1370,710,98005
435000.0,3,2.5,1840,5680,2.0,3,1840,0,98053
338900.0,4,2.5,1830,5612,2.0,3,1830,0,98038
263500.0,3,1.75,1330,9917,1.0,3,1040,290,98058
266000.0,3,2.5,1805,3402,2.0,3,1805,0,98002
530000.0,4,2.5,2320,5493,2.0,3,2320,0,98028
264000.0,3,1.5,1820,10608,1.0,4,1820,0,98003
439000.0,4,2.25,2060,10070,2.0,3,2060,0,98034
268500.0,4,1.75,1420,7500,1.0,4,1080,340,98031
330000.0,3,1.75,1510,15744,1.0,3,1510,0,98045
640000.0,3,2.5,2160,4000,1.5,3,1960,200,98122
370000.0,3,2.25,2110,13300,2.0,4,2110,0,98038
265000.0,3,1.75,1820,32666,1.0,4,1820,0,98022
290000.0,3,2.5,1610,2937,2.0,3,1610,0,98055
296000.0,4,2.5,1780,3600,2.0,3,1780,0,98038
360000.0,4,2.5,1840,9611,2.0,3,1840,0,98178
240500.0,3,1.75,1460,10584,1.0,3,990,470,98168
399950.0,4,2.0,2420,31465,1.0,3,2420,0,98092
185000.0,3,1.75,1430,10816,2.0,3,1430,0,98010
460000.0,3,1.75,1440,7070,1.0,3,1440,0,98052
435500.0,3,2.25,1450,4789,2.0,3,1450,0,98029
223000.0,3,2.0,1670,6824,1.0,3,1300,370,98042
650000.0,3,2.0,1870,3388,1.0,4,1230,640,98199
533600.0,3,2.5,1930,5080,2.0,4,1930,0,98029
695000.0,3,2.75,2540,4694,2.0,3,2540,0,98074
242000.0,3,1.75,1280,7524,1.5,4,1280,0,98031
425000.0,3,2.25,1820,8814,1.0,3,1280,540,98125
525000.0,3,2.25,1490,9414,2.0,3,1490,0,98052
485000.0,3,2.5,1880,5502,2.0,3,1880,0,98029
210000.0,3,2.0,1440,7210,1.0,3,1440,0,98092
260000.0,3,2.5,1920,7415,2.0,3,1920,0,98031
577000.0,3,2.5,2060,5750,1.0,3,1330,730,98116
200000.0,3,1.5,1210,10588,1.0,4,1210,0,98002
543500.0,3,2.25,1270,2790,1.0,3,990,280,98199
650000.0,3,2.5,2690,11575,1.0,3,2130,560,98028
314500.0,3,2.0,2050,13303,1.0,3,2050,0,98003
430000.0,3,2.5,2360,6699,2.0,3,2360,0,98065
240000.0,3,1.75,1760,6500,1.0,3,1150,610,98038
545000.0,3,1.75,1680,6200,1.5,3,1680,0,98136
521000.0,4,1.75,2020,36400,1.0,4,1550,470,98077
337000.0,3,2.5,1470,3976,2.0,3,1470,0,98065
888000.0,3,1.5,1250,8710,1.0,4,1250,0,98004
496500.0,4,2.5,2250,14440,1.0,3,1550,700,98027
475000.0,3,2.5,1640,5097,2.0,3,1640,0,98155
331000.0,3,1.75,1300,9079,1.0,3,1300,0,98059
290000.0,3,1.5,1950,15954,1.0,4,1950,0,98003
865000.0,4,1.75,1800,4180,2.0,4,1800,0,98102
385000.0,3,1.75,1800,18000,1.0,3,1200,600,98058
497000.0,3,2.25,1870,9315,1.0,3,1350,520,98034
222000.0,3,2.0,1440,7187,1.0,4,970,470,98023
373000.0,3,1.75,1830,11788,1.0,3,1430,400,98055
359900.0,4,2.25,2470,7698,2.0,3,2470,0,98058
245000.0,3,2.0,1410,5760,1.0,3,1410,0,98030
268000.0,4,1.75,1680,9966,1.0,3,1100,580,98198
485000.0,4,2.0,1400,3600,1.0,3,1100,300,98119
440000.0,3,1.75,1530,7245,1.0,4,1530,0,98034
390000.0,4,2.5,2340,8548,2.0,3,2340,0,98031
243000.0,3,1.75,1450,12125,1.0,4,1450,0,98001
639000.0,4,2.5,2210,9875,2.0,3,2210,0,98074
267000.0,3,2.0,1300,9644,1.0,3,1300,0,98010
289950.0,3,2.5,1670,6186,2.0,3,1670,0,98038
636000.0,3,2.5,2140,2770,2.0,3,1770,370,98052
328000.0,3,1.75,1470,7650,1.0,3,1130,340,98059
315000.0,3,2.25,1540,17424,2.0,3,1540,0,98045
403000.0,3,2.75,2090,8354,2.0,3,2090,0,98019
550000.0,3,2.0,2380,17950,2.0,4,2110,270,98155
347500.0,4,2.5,2156,3562,2.0,3,2156,0,98030
365000.0,4,2.25,2070,8893,2.0,4,2070,0,98058
605000.0,3,1.75,1920,7400,1.0,4,1260,660,98006
233000.0,3,2.0,1400,9177,1.0,3,1400,0,98001
360000.0,4,2.5,2210,17715,2.0,3,2210,0,98030
650000.0,4,1.75,2010,5070,1.0,4,1300,710,98116
449950.0,3,2.5,2170,4912,2.0,3,2170,0,98028
517500.0,3,1.5,1430,5200,1.0,4,1250,180,98117
435000.0,4,1.5,1510,6460,1.0,3,1070,440,98034
316500.0,3,1.75,1600,14250,1.0,3,1070,530,98023
856600.0,4,2.25,2400,13430,1.0,4,2400,0,98005
565000.0,4,2.5,2440,22594,2.0,3,2440,0,98053
400000.0,3,2.25,1190,1149,2.0,3,1050,140,98116
560000.0,3,2.25,2060,31400,2.0,3,2060,0,98074
269950.0,3,2.5,1890,4838,2.0,3,1730,160,98168
320000.0,3,1.5,1240,1221,2.0,3,1050,190,98133
460000.0,4,2.0,2090,40419,1.0,4,2090,0,98027
408200.0,3,2.5,1800,5761,2.0,4,1800,0,98106
522000.0,3,1.75,1730,8400,1.0,4,1400,330,98052
470000.0,3,2.5,2100,4700,2.0,3,2100,0,98065
650000.0,3,2.0,1340,2720,1.5,3,1340,0,98103
422120.0,3,2.5,1630,4534,2.0,3,1630,0,98034
500000.0,3,2.25,1690,4964,2.0,3,1690,0,98029
308000.0,4,2.25,1960,12243,2.0,3,1960,0,98042
581000.0,3,2.5,2600,4438,2.0,3,2600,0,98053
361000.0,3,2.0,1950,8698,1.0,3,1950,0,98042
347000.0,3,2.5,1680,4308,2.0,3,1680,0,98056
625000.0,4,2.25,2220,36085,2.0,3,2220,0,98075
246500.0,3,2.0,1430,8919,1.0,3,1430,0,98022
310950.0,4,2.5,2030,4997,2.0,3,2030,0,98031
465750.0,3,1.5,1260,10350,1.0,3,1260,0,98008
659000.0,4,2.25,2610,24931,2.0,3,2610,0,98075
350000.0,3,2.25,1780,16290,2.0,4,1780,0,98058
270000.0,4,2.25,1900,8600,1.0,4,1900,0,98023
249900.0,3,1.75,1380,14000,1.0,4,1380,0,98001
324500.0,3,1.75,1920,11340,1.0,4,1230,690,98023
332000.0,4,2.5,2470,7780,2.0,3,2470,0,98092
330000.0,3,2.25,2300,35287,2.0,3,2300,0,98022
352000.0,3,2.25,1640,11050,1.0,4,1640,0,98059
664000.0,4,2.0,1530,4080,1.5,4,1530,0,98105
512000.0,3,1.75,1610,12555,1.0,3,1080,530,98052
254000.0,3,2.0,2070,9000,1.0,4,1450,620,98023
535800.0,4,2.5,1900,5790,2.0,3,1900,0,98029
438000.0,3,2.5,1520,1304,2.0,3,1180,340,98136
450000.0,4,1.75,2390,23899,1.0,3,1750,640,98028
370500.0,4,2.5,1790,6120,2.0,3,1790,0,98059
265000.0,3,2.5,1720,6271,2.0,3,1720,0,98038
539900.0,3,1.75,1650,10150,1.0,3,1230,420,98033
280000.0,4,2.5,2050,7416,2.0,3,2050,0,98092
275000.0,3,2.25,1420,8549,2.0,4,1420,0,98038
457500.0,3,2.5,1500,4445,2.0,3,1500,0,98029
642450.0,3,1.75,1830,4160,1.0,3,1230,600,98144
469950.0,3,2.25,1620,8701,1.0,3,1220,400,98007
390000.0,3,2.0,1910,11576,1.0,3,1410,500,98011
225000.0,4,2.25,1800,9350,1.0,3,1800,0,98092
374000.0,3,1.5,1330,10640,1.0,3,1330,0,98011
480000.0,3,2.5,1940,10035,2.0,4,1940,0,98072
209000.0,3,2.0,1230,1340,2.0,3,1020,210,98106
730000.0,4,2.25,2190,9009,2.0,4,1840,350,98033
291500.0,3,1.75,1260,9600,1.0,4,1260,0,98042
800000.0,4,2.5,2570,50308,1.5,3,2570,0,98077
300000.0,3,2.0,1480,6698,1.0,4,1080,400,98058
314950.0,3,2.25,1654,8479,2.0,3,1654,0,98038
234000.0,3,1.75,1420,8738,1.0,4,1420,0,98002
205000.0,3,2.0,1410,8384,1.0,3,1410,0,98001
324000.0,3,2.5,1750,7208,2.0,3,1750,0,98055
324000.0,3,2.5,1920,5322,2.0,3,1920,0,98031
250000.0,3,2.0,1440,9220,1.0,3,1440,0,98198
342000.0,3,1.75,1660,16275,2.0,3,1660,0,98014
255000.0,3,1.5,1340,8450,1.0,4,1340,0,98188
451000.0,3,1.75,1560,4049,1.5,3,1000,560,98126
288400.0,4,2.5,1860,6687,1.0,4,1220,640,98031
420000.0,3,1.5,2390,4600,2.0,3,1750,640,98118
300000.0,3,2.5,1320,2614,2.0,3,1320,0,98118
299900.0,3,2.25,1560,35026,1.0,3,1290,270,98092
253000.0,3,2.5,2020,6564,1.0,3,1310,710,98042
350000.0,3,2.25,1580,47916,1.0,3,1580,0,98024
419000.0,4,1.5,2150,23568,1.0,4,2150,0,98166
260000.0,4,1.75,1810,7480,1.0,3,1230,580,98023
601000.0,3,1.75,1330,6743,1.0,3,1330,0,98125
323000.0,3,1.75,2100,14850,1.0,4,2100,0,98042
335000.0,3,1.75,1570,7500,1.0,3,1300,270,98146
440000.0,3,1.75,1560,7207,1.0,3,1250,310,98034
752500.0,4,2.25,2360,8616,2.0,4,2360,0,98033
532500.0,3,1.75,1330,5000,2.0,4,1210,120,98116
524250.0,3,2.5,1710,3469,2.0,3,1710,0,98029
280000.0,3,2.25,1900,7800,1.0,4,1390,510,98055
283000.0,4,2.75,2130,8560,1.0,3,1560,570,98022
484950.0,3,2.25,1670,5004,2.0,3,1670,0,98029
640000.0,4,1.75,2060,9828,1.0,4,2060,0,98005
585000.0,4,2.5,2160,8158,1.0,4,1660,500,98115
253000.0,3,2.0,1490,7651,1.0,3,1490,0,98003
291000.0,4,2.5,1860,6325,2.0,4,1860,0,98038
289000.0,3,2.0,1850,9550,1.0,3,1850,0,98001
700000.0,4,2.0,1830,4590,2.0,3,1830,0,98105
270000.0,3,2.0,1560,8853,1.0,3,1560,0,98058
258000.0,4,1.75,1730,8320,1.0,3,1230,500,98023
530000.0,3,2.5,1930,7214,2.0,3,1930,0,98125
245000.0,3,2.25,1422,3677,2.0,3,1422,0,98092
563000.0,3,2.0,1380,5000,1.5,4,1380,0,98117
515000.0,3,2.5,2430,4203,2.0,3,2430,0,98065
325000.0,4,2.5,2610,7091,2.0,3,2610,0,98023
900000.0,4,2.25,2460,44431,1.0,4,2460,0,98007
520000.0,4,2.25,1870,7700,2.0,3,1870,0,98052
475000.0,3,1.75,1700,8432,1.0,3,1230,470,98125
321500.0,4,2.5,1930,6228,2.0,3,1930,0,98030
287000.0,3,2.25,1370,6000,2.0,4,1370,0,98038
349500.0,3,1.75,1260,7128,1.0,4,1260,0,98034
315000.0,4,2.5,1930,9643,2.0,4,1930,0,98031
245000.0,3,1.75,1490,6930,1.0,4,1490,0,98030
900000.0,4,2.0,1190,8190,1.5,3,1190,0,98117
415000.0,3,1.75,1480,2200,2.0,3,1480,0,98103
380000.0,4,2.5,2000,6921,2.0,3,2000,0,98038
566000.0,3,2.5,1560,5259,2.0,3,1560,0,98075
470000.0,3,2.25,1780,8784,1.0,3,1230,550,98033
515000.0,3,2.25,1920,11500,1.0,3,1920,0,98006
716500.0,3,1.75,1930,5000,1.0,3,1230,700,98105
648000.0,4,2.5,2380,13435,2.0,3,2380,0,98075
699000.0,3,1.75,1670,5375,1.0,3,1270,400,98199
528000.0,4,2.25,1910,8005,1.0,3,1280,630,98125
425000.0,3,1.75,1560,9452,1.0,4,1560,0,98056
275000.0,3,1.5,1410,9000,1.0,3,1410,0,98133
318000.0,3,2.25,1410,8909,2.0,3,1410,0,98198
208000.0,4,2.75,1810,8677,1.5,3,1810,0,98198
515000.0,3,2.5,2360,11254,1.0,3,2360,0,98003
490000.0,3,1.5,1970,3400,1.5,4,1420,550,98122
225000.0,3,1.5,1370,9000,1.0,3,1370,0,98168
385000.0,4,2.0,1850,11700,1.0,4,1850,0,98059
448000.0,3,2.25,1530,3056,2.0,3,1530,0,98053
430000.0,3,1.75,1810,7300,1.0,4,1240,570,98034
435000.0,3,2.5,1560,3987,2.0,3,1560,0,98053
550000.0,3,2.0,1810,12825,1.0,4,1810,0,98007
285167.0,3,2.25,2200,8375,2.0,3,2200,0,98092
350900.0,4,2.5,2540,12843,2.0,3,2540,0,98030
525000.0,3,1.75,1520,8835,1.0,4,1520,0,98008
262000.0,4,2.5,1560,7800,2.0,3,1560,0,98168
332500.0,3,1.5,1500,6332,1.0,3,1500,0,98125
303000.0,3,2.5,1560,4100,2.0,3,1560,0,98055
605000.0,3,2.5,2570,9487,2.0,3,2570,0,98011
620000.0,4,2.0,1770,7700,1.5,4,1770,0,98007
510000.0,3,2.5,1860,3658,2.0,3,1860,0,98029
510000.0,4,2.5,2430,5203,2.0,3,2430,0,98155
425000.0,4,2.5,1930,14196,1.0,4,1330,600,98072
298900.0,3,2.5,1830,6162,2.0,3,1830,0,98092
305000.0,4,2.5,2230,5000,2.0,3,2230,0,98031
315000.0,3,2.5,1570,2865,2.0,3,1570,0,98118
439995.0,3,1.75,1570,8400,1.0,4,1570,0,98133
605000.0,3,2.5,2010,3667,2.0,3,2010,0,98027
359000.0,3,2.5,1450,3850,2.0,3,1450,0,98065
850000.0,3,1.75,1400,9900,1.0,3,1400,0,98004
505000.0,3,2.0,1500,2500,2.0,3,1500,0,98107
565000.0,3,2.5,2500,7394,2.0,3,2500,0,98072
749950.0,4,2.75,2910,18700,1.0,3,2210,700,98177
334950.0,3,2.5,1620,2930,2.0,3,1620,0,98058
405000.0,3,1.75,1760,5355,1.0,3,1160,600,98118
254000.0,3,2.5,1850,4597,2.0,3,1850,0,98042
472800.0,3,2.25,1840,8400,1.0,3,1290,550,98006
525000.0,4,2.25,1580,7307,1.0,3,1160,420,98027
245000.0,3,2.5,1600,4271,2.0,3,1600,0,98038
455000.0,3,2.5,2090,8653,2.0,3,2090,0,98011
485500.0,4,2.5,2320,3974,2.0,3,2320,0,98065
307000.0,3,1.75,1410,16105,1.0,3,1410,0,98014
320000.0,3,2.5,2280,7417,2.0,3,2280,0,98001
234000.0,3,1.5,1200,11935,1.0,4,1200,0,98042
211000.0,4,2.0,1710,8288,1.5,3,1710,0,98031
349000.0,3,2.25,1640,7261,2.0,3,1640,0,98034
350000.0,4,2.5,2530,10155,2.0,3,2530,0,98042
270000.0,3,1.75,1800,7763,1.0,3,1470,330,98030
438000.0,3,1.75,1650,12940,1.0,4,1650,0,98028
659000.0,4,2.0,1980,23625,2.0,3,1980,0,98072
410500.0,4,2.5,1980,5000,2.0,3,1980,0,98014
295700.0,4,2.5,1720,5805,2.0,3,1720,0,98092
609000.0,4,2.5,2150,37981,2.0,3,2150,0,98052
530000.0,3,2.25,2010,11817,2.0,4,2010,0,98029
390000.0,3,2.5,2500,21780,1.0,3,1770,730,98092
467000.0,3,2.5,1690,6642,2.0,3,1690,0,98053
302495.0,3,2.5,2200,7201,2.0,3,2200,0,98030
441500.0,3,2.5,2420,9592,2.0,3,1780,640,98059
320000.0,3,1.75,2300,12000,1.0,3,1770,530,98133
747500.0,4,2.25,2350,18600,2.0,4,2350,0,98028
403000.0,3,2.5,1700,4125,2.0,3,1700,0,98065
445000.0,3,2.5,2470,4565,2.0,3,2470,0,98056
371025.0,3,2.0,1530,8925,1.0,3,1530,0,98011
425000.0,4,2.75,2440,15349,2.0,4,2440,0,98198
364808.0,3,1.75,2320,7875,1.0,3,1620,700,98058
320000.0,3,2.25,1580,6561,1.0,3,1200,380,98058
350000.0,3,2.25,2470,10290,2.0,3,2230,240,98058
284000.0,3,1.75,1530,9600,1.0,3,1200,330,98042
588000.0,4,2.0,1680,5000,1.0,3,980,700,98115
372500.0,3,1.75,1680,8648,1.0,4,1680,0,98133
375000.0,3,2.5,2050,7205,2.0,3,2050,0,98003
595000.0,3,2.75,2150,31238,2.0,3,2150,0,98014
548000.0,4,2.0,2100,8880,1.0,4,2100,0,98008
234975.0,3,1.75,1650,8073,1.0,3,1100,550,98092
455000.0,3,1.5,1380,6657,2.0,3,1380,0,98034
279950.0,3,1.75,1510,11234,1.0,3,1210,300,98155
267500.0,3,1.5,1600,9072,1.0,4,1600,0,98030
567500.0,3,2.5,2080,4556,2.0,3,2080,0,98074
274500.0,3,2.25,1720,9000,1.0,4,1320,400,98023
464950.0,3,1.5,1200,890,2.0,3,1030,170,98109
620000.0,4,1.75,2350,18800,1.0,3,2350,0,98005
